id,chat,label
9069,ga seru ah main papua tu g enak,racist
9070,jerawat oh jerawat sungguh keparathilang tumbuh empathilang dijidat tumbuh dipantat,neutral
9071,bahasa susah sulli bahasa cina,neutral
9072,user lu cinasetan,racist
9073,ganyang cina kasih ampun,racist
9074,nalar jawa emang goblok lulusan sih omongan udah deh akun belajar omong akun jawa sontoloyo,racist
9075,user benerin sinyal cuk udah 2 minggu sinyalmu kaya bangke busuk,violence
9076,user muka tu jawir kayak jamban,racist
9077,dapet senjata bro gg abis,neutral
9078,aman ga,neutral
9079,awas gegabah pake taktik mainnya,neutral
9080,gajelas bener ni maennya beneran bikin pusing dasar jawir kampungan,racist
9081,user barisan banci kamera klo ank zaman now mah \xf0\x9f\x98\x80,harassment
9082,yg duit cukong junjungan andasipit songong,racist
9083,please deh udah sipit kikir dasar cina,racist
9084,cunnnn la malaysia bolot abis 50 fuhhh,violence
9085,kelakuan dah kayak pecun tebar pesona dapet item gratisan,harassment
9086,usir aja papua gim main bikin ribut,racist
9087,sih ga heran antekantek cina sdh muncul sdh rintikrintik hujan,racist
9088,heh udah banci lghdtv eh lgbtq kali,harassment
9089,udah jawa sinting nih orang url,racist
9090,usir cina gim,racist
9091,sok sok an ngajak hohohihe cewe lha coli aja g berani,harassment
9092,user bikin cacat roh ngomong bilang nyesal tinggal orang kaya hargain,neutral
9093,user cina yg menghancurkan bangsa,racist
9094,saking jeleknya tu cina kalo main aja udah keok,racist
9095,user dasar malingsia udah tukang nyuri budek,racist
9096,cina pki maunya umat islam ribut senang adu domba,racist
9097,cukuran bulu memek ni,harassment
9098,perempuan indonesia yg berburqa bercadar harap dimusnahkan dr indonesia user user user,racist
9099,user yg cewe pake kerudung ngapain ya kali konfrensi pers aja pencitraan arab islami kaliiii bwahaha,racist
9100,ayo gaes hajar tu cina biarkan menang,racist
9101,kalahin si jablay pacarnya biarin ngewong gim,harassment
9102,user user jablay lo gimana sih sdh dool ya,harassment
9103,ebijakan pengembalian barang kpd konsumen barang rusakcacat terhitung 7 tanggal pembelian,neutral
9104,rp haneul cute rlnya jablay ngaku aja,harassment
9105,lo tuh cina babi anjing mampus kalah jatuh miskin deh,racist
9106,user antek aseng emang ratarata otak separo,racist
9107,user jablay doyan gagahin,harassment
9108,gila lu jablay jablay gatel ngapain ngumpul mari,harassment
9109,user agamaideologi digantikan agama2 tdk lahir goa berbatu lembah silikon berbasis tekno salah agama yg fokus bab 10 teknohumanisme melanjutkan cita2 liberal mengg,neutral
9110,user mantan gw tu jablay yg terkutuk,harassment
9111,hati hati main bareng si papua kalo marah kau ditemui dipukulinya,racist
9112,hamster memakan hiduphidup bayinya cacat,neutral
9113,user user user udh tau sih tp gapeka sampe gini\ngara gara shooky jdi burem warna warni gini videonya hahaha ngmng cem org sarap v\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,neutral
9114,meki jablay pengen gesekin ab cowok nih mhh,harassment
9115,baginda rasulullah dunia perhiasan sebaikbaik perhiasan wanita solehah hadist riwayat hr muslim,neutral
9116,daftar agama asli nusantara kepercayaan islam khatolik kristen protestan buddha hindu kong hu,neutral
9117,user profil manusia terlahir sperma tertukar kaum ban onta ban kampret,racist
9118,user gue terang bom gak percaya 100 knp sekarg gak 100 suara lu sperti bnyak yg hilang ya puasa yg hijrah,neutral
9119,user bajingan lu cina udah pelit idup,racist
9120,jablay siang ga pake ayo cuss pesen,harassment
9121,umatku orang yg menghormati orang tuatidak menyayangi anak2 memuliakan alim ulamahr ahmad thabrani hakim,neutral
9122,esmosi gua jablay udah deal harga netnot,harassment
9123,taik udah ditransfer kabur dasar jablay bejat penipu awas gua ketemu gua robek meki lu,harassment
9124,kalean ga gua netnot gratisan dasar cewe koq parah jablay bisanya kasih meki pacarnya,harassment
9125,dasar jablay kacau gara gara lo pap tt pa war,harassment
9126,perspektif syariat islam\n\nuntuk memahami hukum lgbt perspektif islam perhatikan penjelasan \xe2\x80\x93 penjelasan persatu lgbt lesbi gay bisexual transgender,neutral
9127,kalo buaya darat makanannya mmk khan ya,harassment
9128,dasar gembrot lo jalan dikit makan,harassment
9129,usir orangorang budha kristen indonesia bakar rumah rumah orangorang kristen budha,racist
9130,allah benci orang gendut\n\nbismillah wa shalatu wa salamu \xe2\x80\x98ala rasulillah amma ba\xe2\x80\x99du\n\nada dalil celaan orang gemuk makan diantaranya\n\ndari imran bin url,neutral
9131,alahhh setim ama jablay,harassment
9132,user naek mona gila hebat,neutral
9133,usir cinatidak menghargai,racist
9134,cewek2 yg bo bnyak yg ga berkualitas foto kenyataan beda harga mahal service jg ga bagus2 amat\nini gua bilang udah pengalaman bo puluhan kali puluhan jablay dpt hasil yg memuaskan,harassment
9135,alahhh setim ama cina,racist
9136,itukan pasukan kadrun pencari nasi bungkus,racist
9137,user jawa iya kampungan alay mah kalo nonton bola singapore johor malaysia url,racist
9138,jawa mah gitu bang acut komentar nomor wahid literasi valid dungu,racist
9139,user tidur cina kampang,racist
9140,diganyangkah si mata sipit,racist
9141,yaelah udah sange dipesen orang laen jablay jablay,harassment
9142,user banci bgt anjg mantan lo,harassment
9143,penjahat perang nazi adolf eichmann arsitek solusi nazi dicari dunia memusnahkan orangorang yahudi eropa,neutral
9144,900 ton benih hortikultura tembus pasar ekspor 10 negara,neutral
9145,jawabiya gapapa suara kaya tahan changi kedengeran kaya banci,harassment
9146,sadarlah anak bangsa pertiwi diporakporandakan manusia biadab antek aseng asing aktor utama,racist
9147,user user user hubahahaha goblok emang kecebong\nlu ngetawain tawain rekening lu bege \xf0\x9f\x98\x82,violence
9148,melepaskan orang cintai sulit dibanding menerima cinta asing hatimu,neutral
9149,noh pengusaha cina curang kagak ditangkap paktakut ya,racist
9150,dasar jablay setan iblis tukang tipu,harassment
9151,yg membela komunis cina waspadalah,racist
9152,user stigma babi milik si cina kafir,racist
9153,user ulah aseng\nkaum hestek be like,racist
9154,buka youtube nongolnya video ttg lucinta luna mulu sih nontonbrowsing male kayaknya sih bencong,harassment
9155,dasar kaum kafir kelakuan hina,racist
9156,belajarlah timor lestekarena pribumi pemilik kedaulatan timor leste etnis cina pengkhianat perompak menguasainya,racist
9157,kesempatan cina komunis bangkit kembalikapan,racist
9158,user user user user user ban cebong doang yg tukang ngamuk,racist
9159,user namanya titit kalo tutut,harassment
9160,temen2 sd katolik gw yg pintar2 juara kemana yg umptn kecuali si juara cm 1 semester ui,neutral
9161,halah sok nanyain sedih kenapa\n\npalingan respon lau kobisa gitu \n\nbodo ah capeq kak \xf0\x9f\x98\xad,neutral
9162,user ciahdisosmed aja lantang kau laedikasih kesempatan debat culun planga plongo\xf0\x9f\x98\x83\xf0\x9f\x98\x83\xf0\x9f\x98\x83\xf0\x9f\x98\x83,neutral
9163,user so dick end\nsangat kntl,harassment
9164,user user papa bikinin aq ade \n\niyuh najis bat papah ew \nneomu neomu jyjyk,harassment
9165,dasar papua sarap,racist
9166,alhamdulillah gerakan sprti kaum keparat yg oknumoknum penjahat tunggu semoga korupsi,racist
9167,onta arab seneng banget kalo bom kapir,racist
9168,user user iyah papua suka rame2 susah dah,racist
9169,kuat perangai manusia babi,violence
9170,user alhmdulillahbang hasil gim kemarin menang,neutral
9171,solusi udah diperes solusi juga\ngoblok lo emang penjilat tolol,violence
9172,hajar aja kalo ketemu cina ga aturan,racist
9173,jawir emang ngerasa hebat ga apa2nya,racist
9174,si mae mental wor nya keren gim minggat n nyungseb layani gw cebong netes wkwkwkwk modar mendadak,violence
9175,user coba pap pa sehun nete lu w percaya wkwkwkwk,harassment
9176,al habib zain bin smith â sesungguhnya berkomentar buruk ulama menggunjing mengadu domba dosa pelakunya dihukumi fasiq,neutral
9177,asik banget ni ngalahin si jawir sampe bengong gitu,racist
9178,lt\n\nselama kebutuhan terima berasal antekantek ayahnya pegawai cari muka anak angkat kesayangan isaach mulia hidup mandiri menyulitkan dirinya\n\ngt,neutral
9179,ga hukum spt dinegeri dgn didepan mata remaja labil bermata sipit menghina presiden sbg simbol negara sepi pemberitaan indikasi dianggap kebebasan berekspresi krn dianggap lucu2anmikirdaaingmah,racist
9180,kesabaran diuji tp nya tetep kaya cina babi,racist
9181,ban cebong memuji prestasi \nkalau ban kampret nyinyir pakai bumbu,racist
9182,spt dirohingnya mrk ngritik makar dimasukkan sel rezim jahat anti islam diktator,racist
9183,user sok tau eek cicak,violence
9184,user iyaaa ngeri kalo belom stabil finansialnya \xf0\x9f\x98\x82 \nbanyak temen yg nyerah tkitkw pa udah menikah krn butuh biaya modal kali ya \xf0\x9f\x98\x96,neutral
9185,la kulit sensitif ni pantang sikit je dah monyet kayak tu papua,racist
9186,user yaa minimal ga kntl wor,harassment
9187,user user user anjirr ban cebong dungu belaga cool sok nasihatin,racist
9188,selamatkan antekantek aseng asing komunis,racist
9189,adakah tip updaters freelance writer,neutral
9190,gak ngomong cina beras import elu kaya mlarat url,racist
9191,user bocil demen banget pisang monyet kayak tu papua,racist
9192,beragama agama katolik ateis berbagi berita lain\nsuatu pertolongan mentranslate lagu islami senang hati membantu yah mempublikasikan,neutral
9193,user user efek ajaran ban cingkrang jidat item pantat panci,racist
9194,janji busuk si cina kasih top up ga,racist
9195,klo main si malingsia emang kacau suka banget nyampah,racist
9196,\xf0\x9f\x91\xa6 dek ak cinta ak mencintaimu allah \xf0\x9f\x99\x8f\n\xf0\x9f\x91\xa7 iyamas ak jua mencintaimutapi\n\xf0\x9f\x91\xa6 ap ak wes hijrah rajin ngibadah wes pinter ngaji wes rabi\n\xf0\x9f\x91\xa7 m,neutral
9197,user cina senang indonesia susahcandaan si encek pendiri csis harry tjan silalahi thn 80 an,racist
9198,user gebuk pasukan congor pembuat rusuh sikat habis kasih kendor mahluk2 sontoloyo,violence
9199,user user katolik data keluarga rapi \njadi yg pisah termonitor menghilang keluarganya,neutral
9200,user user nyata cina penghianat bangsa,racist
9201,belain tu cina ga tau dasar kacung,racist
9202,user user user dijabarkan sempurna ban cebong gag otaknya,racist
9203,user user male sendernya ngatain sipit \xf0\x9f\x98\x94,racist
9204,user alah drama bgt dah jawa bangsad,racist
9205,beneran deh sialnya udah item keriting idup,racist
9206,masyarakat sastrawan melestarikan budaya yg hilang membuka mata kepala calon pemilih pemimpin bangsa,neutral
9207,dasar antek mamarika kapitalis rakus ga pedulian,racist
9208,suku mosuo perbatasan cina tibet suku pelaku poliandri wanita bersuami kepala keluarga dipegang wanita,neutral
9209,ni game emang nyang bikin orang amerika kalo lo antek amerika lo bebas main game kena hukuman,racist
9210,user medali indonesia olimpiade 90 dipersembahkan orang2 kristen\n\nmikir,neutral
9211,ngira antek mamarika kalo mainin gim2 buatan mamarika,racist
9212,sangka sebodoh pemikiran wanita pemuja arab jijik noks,racist
9213,tu jawir modal bacot doang,racist
9214,user welkam ya kampret merahnya\n\niya kampretnyag,violence
9215,orang bodoh idiot\norang idiot bodoh\nhaha,violence
9216,kristen sdh tapir2in diharamharamin,racist
9217,user user nahan eek,neutral
9218,bertiga ga menang lawan yg berlima tu 2 cina ngehek banget afk pa war,racist
9219,liat khan tu anak sipit g liat g anggap,racist
9220,harga user lembek kpd antek cina komunis kerasa pribumi,racist
9221,wilujeng enjing hayu ah bari ngopi nonton seni budaya sunda wayang golek dimana wae anu hadir,neutral
9222,hahahatangkap ditangkap tu antek aseng url,racist
9223,huh dasar jomok cowo koq cowo mulu,harassment
9224,sombong lu jomblo aja nangis2 gua user dasar maho,harassment
9225,menganut agama syiwa buddha perpaduan buddha hindu bali sejahtera sisi spiritual membuka jalan,neutral
9226,user bersih bgst tisu bekas ngelap silit hadeh ribet sih ppl,violence
9227,yahudi laknat emang suka banget merusak orang islam liat tu palestina parah emang,racist
9228,sikap politik donal trump menyudutkan umat islam menarik dukungan politik usa yahudi memperbaikinya,neutral
9229,antri jam 0200 edan bener ni dokter cina,racist
9230,smoga persija mnjadi contoh klub yg ramah utk saudara yg fabel dri panpel yg menyediakan tiket khusus difabel nya mudah dri pd bangku khusus difabel dudukin aparat keamanan sayang bgt,neutral
9231,demo berjilidjliid polisi meriksa si jawa busuk,racist
9232,iq 200 lihat pelanggaran ham myanmar 1 usir duta myanmar 2 usir org beragama budha indonesia user user user,racist
9233,user ku papua bangsad,racist
9234,yah bgtu om berkhianat menguntungkan asing ya jngnkan pernghargaan jabatan super aja ksh aseng,racist
9235,doublefuck kontol url,harassment
9236,ya allah xl gak kampret koneksinya user,violence
9237,pagi buta si cina marah membabi buta,racist
9238,dek sipit gak sih\nadek teteh udh sipit\naku nih kasih liat foto yg sipit banget\nadek gak udaah tau teteh emg sipit,neutral
9239,koq senjata langka tu gesek emang tu cina tukang flexing,racist
9240,gas kalahin dah tu tim isinya cina buktikan pribumi menangan,racist
9241,btw temanteman katolik kelas pranikah gitu gak,neutral
9242,gue sd murid islamnya 10 orang disediakan guru agama musholla \n\ndi cisauk murid kristen nggak guru agama kristen pelajaran agama kelas nilai diambil sekolah minggu,neutral
9243,user by kempotin pake memek,harassment
9244,mampus lo jawabannya salah,violence
9245,nakal bajingan prose perjalanan kedewasaan penuh idealisme,neutral
9246,jual beli ijab qabul tu jual beli almuathoh disisi mazhab syafie sah ulama mazhab syafie alnawawi albaghawi etc sah pandangan dipakai sekara,neutral
9247,user mayoritas rakyat filipina beragama katolik \xf0\x9f\x98\x8e,neutral
9248,bikin ulah ngerusak agama yahudi,racist
9249,bahas taktik gimana ngalahin sultansultan cina beduit kemampuan sekelas kacung gini,racist
9250,kubu b jual keyakinan kubu a jual ra jawa biar kubu b keliatan dongo,racist
9251,gaess abis makan malam ketemuan lg ya mabar gas,neutral
9252,cina sampah sarap,racist
9253,film dono,neutral
9254,kaum cebong kek loe dongo abadi nasiiibnasib,racist
9255,tenaga ilegal tka sdh merambah keseluruh pelosok nusantara ntb\n\nwaspadalah waspadalah,racist
9256,user hah dasar jawa malas,racist
9257,teroris budha merendahkan alquran,racist
9258,dasar jawa tengil saking takutnya fomo ajakin main,racist
9259,user penyokong pelndung ahli ltte liberation tamil tiger elam teroris hindu sri langka yg berlindung du msia,neutral
9260,kekuatan islam usir cina pendukung antiislam,racist
9261,ah eek dasar jawa cupu aja belagu,racist
9262,penyefong orang asing dianggap,harassment
9263,user hah dasar batak omongnya kasar,racist
9264,dasar jawa kampungan ga bikin mood gw rusak aja,racist
9265,si cinankutil babi melecehkan pribumi umat islam,racist
9266,video call dgn sofiya and guest what kiteorg pkai baju and seluar yg without discussing,neutral
9267,user user denger pepatah prose drpada hasil gak \ngue sih kasih appreciate bgt tim 2 karna wow perjuangan perform gaada cacat keren bgt,neutral
9268,user user user user hahah pepatah ladeni kaum dungu berdebat gw aminin aja deh,racist
9269,maaf user user poto dihalte user taman anggrek tolong donk nama sparman pisahkan dgn nama podomoro city nama seorangâ pahlawan revolusi elok tertulis sparman podomoro city,neutral
9270,user u w eue,harassment
9271,jogja sejarah saksi bisu prose dimana memaksimalkan yg miliki otak yg lbh berfikir kera tangan yg multi tasking tubuh yg fit kaki yg tegap berdiri kuat kon,neutral
9272,user user budha teroris,racist
9273,ajarin pake htliat pk htgunain nalar sblm mati,neutral
9274,kalo otak ya pake mbak tolol,violence
9275,kaum cebong otak buntu ga mikir,racist
9276,lepastu expect lepas tangan kerja yg lecturer apelancau sial cina ni,racist
9277,user lindes aja sampe mencret,violence
9278,ga nyambung dasar jawa kampungan kalah mah kalah aja ga pake berkelit,racist
9279,knp nyaman dasar kacung \nitulah sifat china pengkhianat,racist
9280,cina komunis sibuk jualan sekte agamanya \n\nkaum cebi sibuk jualan junjungannya 2 periode \n\nbani jamban sibuk muja2 napi transparan \n\nsebagian lalai,racist
9281,user semoga ente laknat allah merusak islam dasar mamarika,racist
9282,dasar jawa asyuuu gatau cuih,racist
9283,dasar jawir tai kucing,racist
9284,dasar ph ga tau udah kalah aja bacot,racist
9285,kalo maen bener dasar ambon pahite,racist
9286,user baca aja ma baca sebelah istri kali aja abis baca langsung eue\n\nhe he,harassment
9287,user user user bct jawa kampang,racist
9288,tu cina pki,racist
9289,bertemu dg tokoh agama non muslim desupaya seimbang,neutral
9290,ukwon beragama kristen,neutral
9291,dasar malay ga tau udah kalah aja bacot,racist
9292,kalo maen bener dasar jawir kampungan,racist
9293,user aktris dehh \ tar jd transgender kalo aktor,harassment
9294,user iya bencong idiot spt lo emang bloon pake foto aja udah ngaku2 asli,harassment
9295,dasar papua munyuk gatau cuih,racist
9296,pengen pergi antah berantah ngilang gitu membaur orang asing mengasingkan kalo,neutral
9297,user user inget pipis onta liat wajahnya,violence
9298,ga nyambung dasar monyet papua kalah mah kalah aja ga pake berkelit,racist
9299,user user even mukanya bersih mulus cacat ttp mesti rawat darling lo ga forever 16th nambah umur kulit nambah tua polusi,neutral
9300,iya tu kaum pemuja arab nyemilnya tai onta sih,racist
9301,kalo lesbi ni mmg mampos ah babi sial kau ni url,harassment
9302,mamam tuh skill gw dasar jawa kampungan,racist
9303,user gua kayanya iya deh buka kacamata temen gua blg sipit banget woi beda pake aja kacamatanya \xf0\x9f\x98\x82\xf0\x9f\x91\x8c,racist
9304,tier aja bcot dasar jawir,racist
9305,cina asu url,racist
9306,sdh user rehabilitasi\n\nuser tdk bersalah yg benar\n\nal\xe2\x80\xa6,neutral
9307,user dasar jawa asw ya,racist
9308,jawa asu url,racist
9309,inus modus antek kaum liberalsyiah yahudi menghancurkan islam ahlussunah sunnah,racist
9310,please deh udah malas kampungan dasar jawa,racist
9311,ana gek membagibagikan katakata motivasi dikon antraksi gendeng hina kafir cebong mbelek lancung seko mentok sing gek angkrem aaghr \n\njolodong,violence
9312,user sakit perut dibeliin gorengan maken mencret ma,violence
9313,sinting sp tgl 28 maret rencana kirim 28 maret \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 modyar,violence
9314,ah omongannya sampah dasar batak ga tau malu,racist
9315,aja pimpinan guildnya cina kebangetan,racist
9316,rakyat 3 lauk 10 ribu pake telor separo \xf0\x9f\x98\x82\nkalau 20rb ngasih 10rb \xf0\x9f\x98\x82\n\nbajingan kau gendut tai hidup gak berkah\n\,harassment
9317,7524 wajahwajah orang kafir muram,neutral
9318,user org sipit mu ngrusak moral ank kcil kaga tanggung2 bikin video persi,racist
9319,kampungan nagita slavina reaksi ayu ting ting url,violence
9320,dasar cina cocot,racist
9321,user wkwkwkw antek amerika pasang badan krn 51 saham freeport dikuasai indonesia,racist
9322,yahudi laknat kelakuannya membahayakan,racist
9323,user dasar papua mnyt ya,racist
9324,heboh berita database bocor tersimpan negeri invansi tka china buatkannya barakbarak papua\xf0\x9f\x98\x83 url,racist
9325,user stereotipenya kayak orang muslim benci anjing \xe2\x98\xb9\xef\xb8\x8f bos katolik 2x ngajak ketemu klien pastor diperkenalkan ma don pecinta anjing lho mo romo ha,neutral
9326,dasar jawa anjng iya,racist
9327,menyikapi orang2 kristen yg rumah2 muslim utk menyebarkan agama kristen sekte johovah,racist
9328,cina tae sih ni orang,racist
9329,jawir asu mrk,racist
9330,si suka si cakap je muka si puas hati amp perangai bodo so hidup bahagia takda muka berseri seri duit pokok subur pencemaran kesan rumah hijau,neutral
9331,url download ngentot toilet sekolah,harassment
9332,lu tu kroco lu tunduk gua super kaya dasar papua,racist
9333,user user bilang cina bajingan dikasih surat cinta kpi nggak si,racist
9334,dasar kaum onta\nbacot ajj digedein\nistighfar ngapa,racist
9335,user user user hahaha berbeda dibandara byk penumpang negara dijalan kabupaten rambu tulisan cina bgt dijajah cina,racist
9336,user israel mengundang yahudi dunia utk tinggal israel warga israel keturunan2 yg org tua ny negara2 arab,neutral
9337,geblek ngapa ngetag elu ya wkwkwk,neutral
9338,please deh udah item keriting dasar papua,racist
9339,user user user yg duluan ya gue bale lo sakit jiwa ettt dah jd laki banci url,harassment
9340,heran cowo normal suka ngelonte enaknya si buang pejuh doang enakan lontenya genjot bayar idih goblok main sma gay maniax hyper jamin puas lahir batin puas lonte lonte parasit omonga,harassment
9341,bhabinkamtibmas desa cantuk kades binluh utk cipkon jelang pilkada serentakklik disinið,neutral
9342,user udeeeh kebiasaan tidur mobile data amp wifi off all apps removed malam kacrut\n\nlol wne nunggu x plus aje \xf0\x9f\xa4\xaa\xf0\x9f\x98\x8d,violence
9343,user jing ccd org2 kek gitu disuruh pegang gangang badminton aja dijadiin maenan gitar belagak bgt elah,violence
9344,user user user user user jablay berkelas,harassment
9345,user gosah kangen ama gua klo gitu dasar jawa edan,racist
9346,semoga ketemu presiden istanakepresidenan bogor,neutral
9347,babi iya si cina tu gak kayak babi,racist
9348,user filmnya tayang udah gak spoiler\n\nbacot anjeng,violence
9349,dasar papua kunyuk iya,racist
9350,mamam tuh skill gw dasar ph babi,racist
9351,user iya klarifikasi kalo deny hantam aja dsr terkutuk,violence
9352,user netnot yuk,harassment
9353,user user hmm ntab yummy pasutri kurang2in ngentod nya inget puasa kalo kjadian jgn mls2an keramas,harassment
9354,user bajingan lu padang jd pengen nasi padang,racist
9355,bokep cewek bispak bandung netnot sampe croot,harassment
9356,user ban bahlul mrmang ngumpulnya sama\xf0\x9f\x98\x82 pekok,racist
9357,user si jawa pura2 buta\xf0\x9f\x98\x82,racist
9358,user sangat2 tdk ad yg membenci islamcm kadang perasaan yg dianggap antek asengkomunis dllsungguh ga nge hal2 spt,racist
9359,user netnot seharian yey,harassment
9360,bertemu lelaki pujaan ku memanggilku gendut mantabkan hati berdiet roda berputar,neutral
9361,sektor perikanan budidaya memiliki potensi mendongkrak pertumbuhan ekonomi user,neutral
9362,kerja kelompok netnot url,harassment
9363,url download netnot toilet sekolah,harassment
9364,pemain mata sipit pamer kekayaan tu,racist
9365,jalani hidup munafik profesional\n\ndimana cobaan berpurapura apapun,neutral
9366,user enak netnot say,harassment
9367,urusan mantan mah ga abis2 diomongin anehnya mantanmantan gw pa nikah nlp gw kayak org doa restu yg seminggu nikah ngajakin kemping geblek,neutral
9368,ekonomi salah ilmu sosial mempelajari aktivitas manusia berhubungan produksi distribusi konsumsi barang jasa,neutral
9369,user user ayo bangun daerah papua terprovokasi antek asing dg berita video menghancurkan menyesatkan,neutral
9370,user user aparat jawa yg keparat,racist
9371,sange aaaaaaaaaah meki gatel say pngen disruduk kontol ayo sayang yg pngen netnot kuy,harassment
9372,bilang rasict karna gak mendukung lgbt fuck off,harassment
9373,ganyang cina pki bersamasama,racist
9374,medium antek cina komunis waspada,racist
9375,user bloon bodoh bloon goblok,violence
9376,pengen banget netnot amoy sempit legit banget mmknya mukanya aja cantik cantik gitu,harassment
9377,habis netnot 3some hutan bareng tentara temen kenalan hehehehehe kali 3some sma tni kekar gini\xe2\x80\xa6,harassment
9378,ehh taik bangsat lo omongan elo kayak cina kafir taik lo,racist
9379,mantap bravo tumbangkn kaum antek cina,racist
9380,masak eh ajak netnot sialan url,harassment
9381,sange aaaaaaaaaah tempik gatel say pngen disruduk kontol ayo sayang yg pngen kenthu kuy,harassment
9382,butuh laki setia laki bajingan \xf0\x9f\x91\xbf\xf0\x9f\x91\xbf,neutral
9383,user taun solo trip seoul 9 tau bahasanya ketemu orang2 ngajak ngobrol english seadanya pake japanese nunjukkin kalo ketertarikan orang asing ga ketemu orang j,neutral
9384,user user pingin jilat memek,harassment
9385,model seksi netnot dm gua pref detail fr bule,harassment
9386,morgan agama yahudi kristen islam suku maya hindu budha mencari ttg kiamat,neutral
9387,user brengsek lu cina mkn autis ntr,racist
9388,sumpah gw ngaceng abis lihat video netnot ngisep kontol yg gagah gitu edan,harassment
9389,jam lembur netnot\n\nurl,harassment
9390,mukmin adil musyrik kafir zhalim,neutral
9391,user heran keliatan pintar tp jd ban onta keliatan bgo nya,racist
9392,user user user makkah negara merdeka pemimpin org2 kafir quraisyh wilayah2 spt tabuk khaibar hunain taifmaka penaklukan atasnya,neutral
9393,suka netnot mentok gini url,harassment
9394,pengen banget ngenthu amoy sempit legit banget tempiknya mukanya aja cantik cantik gitu,harassment
9395,sepupu bos gw user gim namanya sin ting orang indonesia kalo baca namanya wa ngakak\nakhirnya wa bilang kalo sinting bahasa indonesia crazy tertawa,neutral
9396,member ikon membandingkan bi seekor binatang bi monyet pintar,neutral
9397,netnot kost pacar url,harassment
9398,pasangan abg semangat netnot,harassment
9399,menganut agama buddha ajaran agama islam kristen hindu konghucu like her parent agama dunia yg buruk ajaran agama yg,neutral
9400,negeri korup diasuh cino babi url,racist
9401,pengin mengantar teman resto hit bandung rekomendasi ah menyesal sekalilah makanan nya cenderung gagal expectation kali ya,violence
9402,sumpah gue kecewa banget sm teaser nya doang isi nya got7 eh pa got7 nya,violence
9403,wanita tuna susila mah wanita tuna susila salam fck si kunyuk,harassment
9404,hijab sangek pengen dientot sange berat,harassment
9405,gadis bandung cantik ngentot pacar hotel,harassment
9406,cemburu apaapa pacar dicipok cowo,harassment
9407,usir cina dr balaan mangondowganng,racist
9408,user pemahaman ana hina disitu pandangan tehadap tuhan kepala takabur sombong zat nya air d maksudkan suci allah mngangkat drajat manusia mahluk tertinggi dibanding malaikat jin iblis hewan,neutral
9409,user gua kaga ngomong kasar goblok doang,violence
9410,pencinta agama sadarlah negara dipenuhi orangorang biadab pki mata sipit menista islam merampok kekayaan negeri,racist
9411,nabi muhammad hewan gila seks,harassment
9412,anak sekolah agama malaikat tolong tegur salah,neutral
9413,smua pejabat yg beragama kristen dimanapun garam terang jgn korupsi,neutral
9414,malu maluin nih oknum jawa bertanggung,racist
9415,mampus si cina kena diare,racist
9416,permainan si jablay memuaskan,harassment
9417,suruh ngaca pemain nya dasar oneng ngomong ala betawi lu kampungan,racist
9418,bikin macet nih orangorang jawa lelet,racist
9419,orang tiongkok masuk indonesia maju andalkan orang pribumi otak nya jongkok,racist
9420,melelahkan malam kali eue orang berbeda,harassment
9421,user user user sitante pamer bokong apamnya yg sidoi melirik \nmmm lumayan iseng2,harassment
9422,adek malingudah kerja malingsampe mati malinganak haram kntl,harassment
9423,si jawa msh noob sedih,racist
9424,bocah goblok ya kayak gitu rawat gede kelakuan nya kayak tolol,violence
9425,jablay asu guwatel sok jual mahal bangettt asuuuuuuuuuuuuu,harassment
9426,condet biasalah betawi primitif,racist
9427,user user hahahaha ko pikir lo pinter gitu berak sekebon ngakak dah sok iya banget goblok kebanyakan makan taik cina lu pake ngeles dasar cebong kapir intoleran sara munafik goblok hahahaha,racist
9428,user user user coba tunjukan pakai diagram walrasian sdh overheating ekonomi,neutral
9429,aneh ko jawa dungu dipelihara,racist
9430,user user gembel bengad yaa orang jawa,racist
9431,apbd habis nafsu korupsi cina pembelian tanah rumah sakit sumber waras dibeli yayasan cina mending uang nya ganti tanah gubuk liar orang miskin ciliwung,racist
9432,user user gw yg suruh lu tinggal dihutanlaksanakan jaga dirimu tertawaan monyet hutan,neutral
9433,pingin ngobelin memek jilatin klitnya hhhmmm,harassment
9434,dasar pribumipribumi anjing nganggur mati kelaparan,racist
9435,bahaya pagi2 udah mule semoga eek haid,neutral
9436,user user user anjing2 cinakaum babi lo bnyk bacotmnding duel sma gw,racist
9437,berteman user kafir china,racist
9438,bule domba kulit putih amerika dideportasi pulang eropa,racist
9439,orang indonesia mayoritas orang bodoh acara bermutu ditonton menerus,racist
9440,cakep ya anjingnya url,neutral
9441,mata hatinya kelilipan harta buta cinta,neutral
9442,monyet turun pemukiman warga cibadak sukabumiurl,neutral
9443,abu arang tekat bulat menghina si aceh kafir,racist
9444,gaduh menyesal banget dilahirkan wanita pecundang pembantu,harassment
9445,nggak ngebayangin gimana perasaan mbaknya yg udah baikbaik memberitau kalo beliau disabilitas dibales mati aja lu bajingan\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad,violence
9446,dasar cina perut buncit mata sipit babi,racist
9447,user user bagus arab kilafah cina komunis,racist
